"Variable Name","Schema System","Schema ID","BRICS DE PV","Schema DE Name","Schema PV","Schema PV ID"
"PDDOCMERQPstcdeJbEvrInd","NINDS","C10247","","Pending","",""
"UPDRSFcLpChnRstScale","NINDS","C18591","","Pending","",""
"BrainAtCorSecCereCorSevReslt","NINDS","C14978","","Pending","",""
"PDDOCMERQNSAIDRegUseInd","NINDS","C10266","","Pending","",""
"PDNMSFallingInd","NINDS","C17336","","Pending","",""
"FullTrmDelChldInd","NINDS","C16055","","Pending","",""
"EchcrdgrmTissDoppIsovlRelxTime","NINDS","C12879","","Pending","",""
"EmplmtExpndOTH","NINDS","C18676","","Pending","",""
"PedsQLFIMSocFnctngNtEngEnrgScl","NINDS","C50319","","Pending","",""
"PedsQLFIMSocFnctngNtEngEnrgScl","NINDS","C50319","","Pending","",""
"RCM3PnBrnGnBwlMvmntFlatlteFreq","NINDS","C09399","","Pending","",""
"FAISADLDifficultyScale","NINDS","C12081","","Pending","",""
"SCOPASlpWellNightPstMoScale","NINDS","C10409","","Pending","",""
"VentilatorAssistanceUtilznInd","NINDS","C19132","","Pending","",""
"UrCultResistPattrnTyp","NINDS","C17422","","Pending","",""
"ALSFRSRSwallowScore","NINDS","C11977","","Pending","",""
"Reltv1stDegLivCtUnknownInd","NINDS","C17987","","Pending","",""
"RFQOthrWrkPstExpsWrkBr25AgTxt","NINDS","C08913","","Pending","",""
"MPAI4InfoFundScale","NINDS","C07285","","Pending","",""
"CASCADESecondarySubOTH","NINDS","C19075","","Pending","",""
"LabTestResltVal","NINDS","C01706","","Pending","",""
"SpectroGeomSizeLftRtVal","NINDS","C17944","","Pending","",""
"ACERRecllScore","NINDS","C09291","","Pending","",""
"QUIPCSSxBehvrDifcltInd","NINDS","C17282","","Pending","",""
"GOSEPSocLeisPartMuchLessInd","NINDS","C20348","","Pending","",""
"FADTellMemberNoLikeInd","NINDS","C07523","","Pending","",""
"QABBPrchsPrvkRprchFamFrndInd","NINDS","C10331","","Pending","",""
"CGBSTiredScale","NINDS","C11571","","Pending","",""
"NSIHdcheScore","NINDS","C07327","","Pending","",""
"PSOMSNECogBehavDeficitDescTxt","NINDS","C13463","","Pending","",""
"TissAbnrmlyMitochondTyp","NINDS","C12283","","Pending","",""
"OCTmclrcubtotvolmeas","NINDS","C15339","","Pending","",""
"SpecmnAcssnNum","NINDS","C01700","","Pending","",""
"SDHMxDenstyCSFCollctFindTyp","NINDS","C02479","","Pending","",""
"HistchmclStainUseTyp","NINDS","C12235","","Pending","",""
"TOMMRetentionTQ4Score","NINDS","C21016","","Pending","",""
"RteFtToeTppngScore","NINDS","C10003","","Pending","",""
"ELQSmileUnuslEpHappyAmusAmtScr","NINDS","C11695","","Pending","",""
"RULITDelaydMemErrTScore","NINDS","C51566","","Pending","",""
"RFQEvrFlameCutMetalInd","NINDS","C08774","","Pending","",""
"NprscrCntrPschacDrgSbSedBrbTxt","NINDS","C17687","","Pending","",""
"PROMISSatsfyDoFunOutHomeScale","NINDS","C20747","","Pending","",""
"BrAtSubNiParsReticNeurLosInd","NINDS","C15055","","Pending","",""
"SubjectIDNm","NINDS","C18034","","Pending","",""
"BVMTRLearnPercentile","NINDS","C20463","","Pending","",""
"SDQNvsNwSitScl","NINDS","C50832","","Pending","",""
"SDQNvsNwSitScl","NINDS","C50832","","Pending","",""
"CESDGoodOthrPplInd","NINDS","C07094","","Pending","",""
"AbdmnlPainDiscfrtFreq","NINDS","C06216","","Pending","",""
"FDICFSchlAllDayScale","NINDS","C14648","","Pending","",""
"MEQWakeTimeScore","NINDS","C20505","","Pending","",""
"TraumAneurysmFindType","NINDS","C02483","","Pending","",""
"InBhvQsAdlstVerEnTlkInd","NINDS","C50634","","Pending","",""
"InBhvQsAdlstVerEnTlkInd","NINDS","C50634","","Pending","",""
"RFQWrkCuCmpndUse2635AgeInd","NINDS","C08984","","Pending","",""
"FrSBeSayOneThingDoAnotherFreq","NINDS","C20998","","Pending","",""
"DataCollDateTime","NINDS","C06005","","Pending","",""
"PROMISSatsfyDoForFriendsScale","NINDS","C20744","","Pending","",""
"RFQTknNcrdpneCrdeneCrdenSRInd","NINDS","C08562","","Pending","",""
"PriorTraumInjryInd","NINDS","C00327","","Pending","",""
"StablizationFusionSegmentNum","NINDS","C19090","","Pending","",""
"FADEveryoneKnowFamUpsetInd","NINDS","C07467","","Pending","",""
"TrffAccdntOthPrtyAlcInfLkhdTyp","NINDS","C05430","","Pending","",""
"RFQAge1825ResHxResPestUseFreq","NINDS","C08680","","Pending","",""
"FDICFDfcltReadHmwrkScale","NINDS","C14650","","Pending","",""
"NMSSFlatMoodFreq","NINDS","C10099","","Pending","",""
"OthrThermIssPstThreeMoReslt","NINDS","C06407","","Pending","",""
"SCOPAAUTInvlntryUrineLossInd","NINDS","C10350","","Pending","",""
"PROMISFltGuiltyAboutAngerScale","NINDS","C20715","","Pending","",""
"LoclzRegnInd","NINDS","C16140","","Pending","",""
"ImgLesnAbsoluteThrshldAmtVal","NINDS","C14049","","Pending","",""
"PedsQLGenWBSclWellHlthScl","NINDS","C50367","","Pending","",""
"PedsQLGenWBSclWellHlthScl","NINDS","C50367","","Pending","",""
"MSQOLLngStairClimbScale","NINDS","C14737","","Pending","",""
"VAToxScaleImpotenInd","NINDS","C13261","","Pending","",""
"ImgOthrIncidentalFindInd","NINDS","C12476","","Pending","",""
"PROMISFeltWorriedScale","NINDS","C20781","","Pending","",""
"NMSSFallFaintSevScore","NINDS","C10069","","Pending","",""
"SASDQGaspngScale","NINDS","C09540","","Pending","",""
"HImQHdchDay3MoCt","NINDS","C17004","","Pending","",""
"FixedDynaMuscTestPerNoResltRsn","NINDS","C10833","","Pending","",""
"PSQIActSleepPastMonthScl","NINDS","C20378","","Pending","",""
"PDMS2BodyRollScl","NINDS","C51311","","Pending","",""
"PDMS2BodyRollScl","NINDS","C51311","","Pending","",""
"FAISLowLimbFuncJerkyWalkScale","NINDS","C12098","","Pending","",""
"ASSISTDsrInhalantFreq","NINDS","C07025","","Pending","",""
"AMNARTPronounceChasisInd","NINDS","C13080","","Pending","",""
"BRCDifficltFallAslpNghtInd","NINDS","C16652","","Pending","",""
"ImgParadigmTaskDesignTyp","NINDS","C13965","","Pending","",""
"StrokSymCoEveExInd","NINDS","C14179","","Pending","",""
"CALSSillinssRsnUnclrScl","NINDS","C50336","","Pending","",""
"CALSSillinssRsnUnclrScl","NINDS","C50336","","Pending","",""
"ImgPCTBaseIDCoreValReslt","NINDS","C13869","","Pending","",""
"FBIALSRstlessRoamScore","NINDS","C11836","","Pending","",""
"ELQRCCryEpiSadScore","NINDS","C11719","","Pending","",""
"PDMS2BackStmchRollBttmTopScl","NINDS","C51291","","Pending","",""
"PDMS2BackStmchRollBttmTopScl","NINDS","C51291","","Pending","",""
"ARICTIAStrokeStrokNumbFreq","NINDS","C13392","","Pending","",""
"ELQCrySddnEpNoCausPrprtnScore","NINDS","C11679","","Pending","",""
"RFQAge66OvrModrtPhysActInd","NINDS","C08659","","Pending","",""
"ScreenVisitNotEnrldPrimryRsn","NINDS","C18496","","Pending","",""
"TOMMT1Q18Score","NINDS","C20871","","Pending","",""
"PedsQLSleepPainScl","NINDS","C50535","","Pending","",""
"PedsQLSleepPainScl","NINDS","C50535","","Pending","",""
"PSOMSNETotalScore","NINDS","C13464","","Pending","",""
"EEGFocalandGenSlowingHemTyp","NINDS","C14576","","Pending","",""
"NEIVFQStairClimbScale","NINDS","C14795","","Pending","",""
"ImPACTPrimPosEventClassText","NINDS","C21369","","Pending","",""
"ImgMRBasedIDPenumbraMethTyp","NINDS","C13866","","Pending","",""
"TherapuUseInd","NINDS","C18199","","Pending","",""
"TOMMT2Q25Score","NINDS","C20965","","Pending","",""
"FADPeopleBluntInsteadHintInd","NINDS","C07482","","Pending","",""
"PolysmngrphyTcCO2MeasrInd","NINDS","C12454","","Pending","",""
"SmoCessTreatTyp","NINDS","C14275","","Pending","",""
"TOMMT1Q46Score","NINDS","C20911","","Pending","",""
"InjPlcOccncTyp","NINDS","C05426","","Pending","",""
"FSSIntrfrePhysclFunctScale","NINDS","C09642","","Pending","",""
"ACERLngCmphnsnPicMnrchyScore","NINDS","C09284","","Pending","",""
"InBhvQsAdlstVerBgArgLtThInd","NINDS","C50645","","Pending","",""
"InBhvQsAdlstVerBgArgLtThInd","NINDS","C50645","","Pending","",""
"PulmFunctTestBestTrialNum","NINDS","C18319","","Pending","",""
"MPAI4FmlyRelateScale","NINDS","C07296","","Pending","",""
"RflxAntmicSite","NINDS","C14460","","Pending","",""
"ImgQuantOutcmeOTH","NINDS","C18709","","Pending","",""
"PregDelEstDateUltrasndInd","NINDS","C16013","","Pending","",""
"DiabetFrstDiagnosisAgeVal","NINDS","C10539","","Pending","",""
"RFQAgStpRgUseSlvntDgrsrPer2Val","NINDS","C08752","","Pending","",""
"RCM3PrstntWrseNckThrtPnFreq","NINDS","C09476","","Pending","",""
"CAGRepeatsInfoSourceTyp","NINDS","C17745","","Pending","",""
"QSTStimIncrRateVal","NINDS","C19226","","Pending","",""
"MFISLimitPhysActsScore","NINDS","C11928","","Pending","",""
"RFQUseKeroseneInd","NINDS","C08763","","Pending","",""
"PolysomNoctOximtryStrtDateTime","NINDS","C11015","","Pending","",""
"RFQEvrWldCtBrzTitnmBsdAlloyInd","NINDS","C08787","","Pending","",""
"UrinaryTrctDrgTypLstYrOTH","NINDS","C18782","","Pending","",""
"ImgChronicInfarcPresInd","NINDS","C13786","","Pending","",""
"RFQWrkExposOthr4655AgeInd","NINDS","C09070","","Pending","",""
"NABEFMazeForm1QualFeatTyp","NINDS","C50703","","Pending","",""
"NABEFMazeForm1QualFeatTyp","NINDS","C50703","","Pending","",""
"RFQAsprnPillsWeekVal","NINDS","C08548","","Pending","",""
"QoLFamlyResponsbltyMaintainScl","NINDS","C21147","","Pending","",""
"ACERRtrogradeMemryWomnPMScore","NINDS","C18078","","Pending","",""
"FFQHmBkdCkInd","NINDS","C09833","","Pending","",""
"EEGProlongedDurTyp","NINDS","C14548","","Pending","",""
"InclusionCriterionNotMetNum","NINDS","C02217","","Pending","",""
"DAST10IllegalActObtnDrugsScore","NINDS","C21339","","Pending","",""
"FFQRegBeerInd","NINDS","C09808","","Pending","",""
"CHATPointIndexFingerLightInd","NINDS","C13114","","Pending","",""
"EMSDispatchTypeOTH","NINDS","C18907","","Pending","",""
"HypohdrPstThreeMoStatus","NINDS","C06406","","Pending","",""
"PDMS2HeadAlignMidlineScl","NINDS","C51274","","Pending","",""
"PDMS2HeadAlignMidlineScl","NINDS","C51274","","Pending","",""
"TransfusionType","NINDS","C05148","","Pending","",""
"ImgTissueIntegRefBrainTyp","NINDS","C15519","","Pending","",""
"SysDefecitTyp","NINDS","C16108","","Pending","",""
"ElctphysReptveNervStimStdyDur","NINDS","C12716","","Pending","",""
"ElctphysMUNEsMUAPAvgCt","NINDS","C12750","","Pending","",""
"PDDOCMERQPrknsnDiagInd","NINDS","C10242","","Pending","",""
"QSTStmOTH","NINDS","C19029","","Pending","",""
"BPRSDisorientationScore","NINDS","C09607","","Pending","",""
"FBIALSPersvtnObsessScore","NINDS","C11830","","Pending","",""
"ResponsAllPositiveInd","NINDS","C18543","","Pending","",""
"BQSnoreVolTyp","NINDS","C09566","","Pending","",""
"RFQAge4655ResHxResCtyTxt","NINDS","C08702","","Pending","",""
"SWALQOLSwllwProbHrdSoclLifInd","NINDS","C10310","","Pending","",""
"SASDQBreathSnoreAlcSlpScale","NINDS","C09545","","Pending","",""
"ARICTIAStrokeSudWNumLighInd","NINDS","C13408","","Pending","",""
"ImPACTPCSSNumbTingleScore","NINDS","C21424","","Pending","",""
"VHIPartIIPSubtotalScore","NINDS","C50120","","Pending","",""
"BSI18ScaredScale","NINDS","C18630","","Pending","",""
"IQCODEDecisionScale","NINDS","C13224","","Pending","",""
"MSQOLVigrsActvtyScale","NINDS","C14734","","Pending","",""
"PBASDepMoodWrstScore","NINDS","C17192","","Pending","",""
"StrokAdjudWkNimgSingCTStrkFInd","NINDS","C14053","","Pending","",""
"PLCCUpstInd","NINDS","C07378","","Pending","",""
"HBIParCurntRoomSpinScale","NINDS","C07539","","Pending","",""
"HBIParCurntRoomSpinScale","NINDS","C07539","","Pending","",""
"RFQWrkOthrPesticd66OnAgeTxt","NINDS","C09238","","Pending","",""
"ADI12MoreSadScale","NINDS","C11504","","Pending","",""
"FFQBacnInd","NINDS","C09763","","Pending","",""
"ImPACTConcussResultConfCt","NINDS","C21373","","Pending","",""
"CESSurrByEnemyQ3Score","NINDS","C20486","","Pending","",""
"HDMotorSymptmFrstAppSelfRepOTH","NINDS","C18989","","Pending","",""
"ImgPerfusionTechniqueOTH","NINDS","C18893","","Pending","",""
"LabName","NINDS","C12231","","Pending","",""
"TOMMRetentionTQ45Score","NINDS","C21090","","Pending","",""
"PregFetDignstcTestPerfmInd","NINDS","C16062","","Pending","",""
"EEGSamplingRateInd","NINDS","C17426","","Pending","",""
"SeizLastOccurDateTime","NINDS","C13962","","Pending","",""
"SeizLastOccurDateTime","NINDS","C13962","","Pending","",""
"DiaryDayMigrnInd","NINDS","C15967","","Pending","",""
"ImgAbnrmlyDistributionTyp","NINDS","C13976","","Pending","",""
"WgtMeasr","NINDS","C01541","","Pending","",""
"CranlNerveGlobAssmtReslt","NINDS","C14433","","Pending","",""
"CranlNerveGlobAssmtReslt","NINDS","C14433","","Pending","",""
"ELQRCCryEpiInapprTmPlUnexScore","NINDS","C11716","","Pending","",""
"TBISympTyp","NINDS","C01057","","Pending","",""
"EchocrdRtVentrFractnShortMeasr","NINDS","C12889","","Pending","",""
"RFQGreenhseWrk4655AgeInd","NINDS","C09080","","Pending","",""
"GeneMutInd","NINDS","C10846","","Pending","",""
"QSARTRestingSkinTempMeasr","NINDS","C10167","","Pending","",""
"MFIS5TroubMaintLngPhyEffrtScl","NINDS","C17828","","Pending","",""
"BrAtSubNiParsCoNeuLossSevReslt","NINDS","C15054","","Pending","",""
"RFQWrkOthrFumigntUse4655AgeInd","NINDS","C09121","","Pending","",""
"RFQWrkAldrinProdUse3645AgeInd","NINDS","C09048","","Pending","",""
"EEGIctalResponsivenessLvlTyp","NINDS","C14602","","Pending","",""
"ARICTIAStrokeSudDizViDiTyp","NINDS","C13450","","Pending","",""
"NdlElctrmygrphyMUAPRecrtmntTyp","NINDS","C12735","","Pending","",""
"DEXAWholeBodyTotlLeanVal","NINDS","C12189","","Pending","",""
"QoLStgmaIlnssLftOutEvntRcntScl","NINDS","C21294","","Pending","",""
"MedPlasmaConcnReslt","NINDS","C14418","","Pending","",""
"ELQLaughtrSuddnEpisdFreqScore","NINDS","C11666","","Pending","",""
"POMAGaitTrunkSupportScore","NINDS","C11959","","Pending","",""
"DiffusnCapacityUncorrectdMeasr","NINDS","C10178","","Pending","",""
"ACERAttntnCncntrtnBkwrdSpllScr","NINDS","C18077","","Pending","",""
"StrokeAdjudWksTyp","NINDS","C13466","","Pending","",""
"RFQWrkOthrPesticd2635AgeTxt","NINDS","C09010","","Pending","",""
"QUIPCSGamblgBehvrInd","NINDS","C17279","","Pending","",""
"HSSHouseMembHdachePainScale","NINDS","C13494","","Pending","",""
"PDNMSDiffGetStayAsleepInd","NINDS","C17338","","Pending","",""
"FAISLowLimFuncStairDiffScale","NINDS","C12103","","Pending","",""
"DurableMedEquipmentTyp","NINDS","C14293","","Pending","",""
"DiagnosisGiverTyp","NINDS","C19512","","Pending","",""
"PROMISSomethingAwflHappenScale","NINDS","C20780","","Pending","",""
"NeromusclrSclsisAssmntMethdTyp","NINDS","C06451","","Pending","",""
"ImgPrExstHrdSurgLLInAntmicSite","NINDS","C19371","","Pending","",""
"PDMS2HeadAlignFrontScl","NINDS","C51272","","Pending","",""
"PDMS2HeadAlignFrontScl","NINDS","C51272","","Pending","",""
"QntSnsryTstMaxStmIntstyVal","NINDS","C15921","","Pending","",""
"RFQWrkOilUse5665AgeInd","NINDS","C09167","","Pending","",""
"ImgRNFLThTempQuaMeasr","NINDS","C15377","","Pending","",""
"RespTrachTubeTimingOTH","NINDS","C18850","","Pending","",""
"QoLStgmaIllnessRcntAssessmtScl","NINDS","C21293","","Pending","",""
"PROMISIrrtatdAroundPeopleScale","NINDS","C20726","","Pending","",""
"PCLMWatchfulInd","NINDS","C07407","","Pending","",""
"MEQMorningAlertnessScore","NINDS","C20509","","Pending","",""
"SSQOLConfMoodQuesScale","NINDS","C13160","","Pending","",""
"CBIRIncreasedAppetiteFreqScore","NINDS","C11556","","Pending","",""
"CIS20RFitFeelScale","NINDS","C11636","","Pending","",""
"LIFEOtherDepressDisInd","NINDS","C13302","","Pending","",""
"UPDRSFacScale","NINDS","C09904","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BrAtBraakBraakNeurofibStageInd","NINDS","C15084","","Pending","",""
"BreathHoldingIndexReslt","NINDS","C14036","","Pending","",""
"SSQOLIntMoodScale","NINDS","C13158","","Pending","",""
"VAToxScaleLivAbnrmlyScore","NINDS","C13266","","Pending","",""
"VAToxScaleTotalNeuroToxScore","NINDS","C13296","","Pending","",""
"FmlyHistGeneMutInd","NINDS","C18262","","Pending","",""
"SDQPostClinAttHlpOthProScl","NINDS","C51626","","Pending","",""
"SDQPostClinAttHlpOthProScl","NINDS","C51626","","Pending","",""
"MFISDifficultMakeDecisionScore","NINDS","C11919","","Pending","",""
"ImgMinLumenDiameterMeasr","NINDS","C13938","","Pending","",""
"ImgInsonPlaneTyp","NINDS","C13941","","Pending","",""
"HMQMissFewHrActvScale","NINDS","C17148","","Pending","",""
"FADResolvMstEverydayPrblmInd","NINDS","C07466","","Pending","",""
"ImgSpinCordVolArSliThiMeasr","NINDS","C15506","","Pending","",""
"ImgPCTBaseIDCoreMethdTyp","NINDS","C13870","","Pending","",""
"PLCCActInd","NINDS","C07377","","Pending","",""
"HDRSSomtcSymptmInd","NINDS","C09361","","Pending","",""
"ELQSmilUnuslEpOthrEmotnPrptnSc","NINDS","C11698","","Pending","",""
"BBSStndOneLegScale","NINDS","C17394","","Pending","",""
"QoLFrustTiredThingsScale","NINDS","C20550","","Pending","",""
"FAISSpSwalTalkingEffortScale","NINDS","C12056","","Pending","",""
"PDMS2ReflexScaleStdScore","NINDS","C51516","","Pending","",""
"PDMS2ReflexScaleStdScore","NINDS","C51516","","Pending","",""
"PDDOCMERQOthrChemWrkOvr6MoInd","NINDS","C10251","","Pending","",""
"FADReluctantShowAffectionInd","NINDS","C07473","","Pending","",""
"PDMS2BackStomachRollScl","NINDS","C51316","","Pending","",""
"PDMS2BackStomachRollScl","NINDS","C51316","","Pending","",""
"SeizUnclassClassTyp","NINDS","C14125","","Pending","",""
"PainProbGrade","NINDS","C06058","","Pending","",""
"RespMchInexsuffDevUseFreq","NINDS","C12320","","Pending","",""
"Reltv1stDegTotlCt","NINDS","C15997","","Pending","",""
"NOSTBIHearingRightSideScl","NINDS","C20613","","Pending","",""
"RULITImmedMemTrl2CorctTScore","NINDS","C51554","","Pending","",""
"RFQHerbicdExpos5665AgeFreq","NINDS","C08872","","Pending","",""
"PreschoolAttendanceInd","NINDS","C08108","","Pending","",""
"VAToxSystHairTotScore","NINDS","C13275","","Pending","",""
"ElctphysReptveNervActvtnDur","NINDS","C12723","","Pending","",""
"RFQWrkPstcdExpos66OnAgeInd","NINDS","C09182","","Pending","",""
"EmplmtStatu","NINDS","C00204","","Pending","",""
"SCOPASlpNgtTroubFlAslpPstMoScl","NINDS","C10404","","Pending","",""
"EMGNotAssessedInd","NINDS","C10775","","Pending","",""
"ImgAntmicRefSeqTxt","NINDS","C12543","","Pending","",""
"FARSPNSNeuExMuscWknsRtScore","NINDS","C11774","","Pending","",""
"ASPersnlInstrInd","NINDS","C09303","","Pending","",""
"POMAGaitPathScore","NINDS","C11958","","Pending","",""
"CGBSMentTryCareRelatScale","NINDS","C11589","","Pending","",""
"EEGSeizInd","NINDS","C17430","","Pending","",""
"PSQITotalScore","NINDS","C20375","","Pending","",""
"OSUTBIMSLOCGreaterthan30Num","NINDS","C18071","","Pending","",""
"CardiovascLVWallThickMeasr","NINDS","C10999","","Pending","",""
"MOASVerbAggWgtSumScore","NINDS","C50074","","Pending","",""
"MOASVerbAggWgtSumScore","NINDS","C50074","","Pending","",""
"EEGActivatingProcedUsedOTH","NINDS","C18966","","Pending","",""
"RFQAge4655VigrsPhysActInd","NINDS","C08652","","Pending","",""
"SpasctySpsmTrtLst4WkInd","NINDS","C06448","","Pending","",""
"ImgEddyCurIndSpDCoInd","NINDS","C10964","","Pending","",""
"ImgParallelAcquistionMethodTyp","NINDS","C10595","","Pending","",""
"MedctnPriorConcomFormTxt","NINDS","C14142","","Pending","",""
"QntSnsryTstVibElecStmFreqVal","NINDS","C15931","","Pending","",""
"ELQRCLaughEpiAmuseHappyScore","NINDS","C11707","","Pending","",""
"RFQAge2635ResHxResPestUseFreq","NINDS","C08690","","Pending","",""
"HshldWgeEarnNum","NINDS","C15995","","Pending","",""
"HASESDizzScale","NINDS","C13118","","Pending","",""
"ELQRCSmiEpiUnderCtrlScore","NINDS","C11730","","Pending","",""
"HBIChldDistrctEsyScale","NINDS","C07196","","Pending","",""
"ImPACTCurrentSportType","NINDS","C21368","","Pending","",""
"MEQPeakTimeScore","NINDS","C20522","","Pending","",""
"HolterArrhythmiaType","NINDS","C10879","","Pending","",""
"BirthControlLastUsedDate","NINDS","C16009","","Pending","",""
"TherapBrainStimDepthCoordVal","NINDS","C14352","","Pending","",""
"ImgAbnrmlyCortclSideTyp","NINDS","C18525","","Pending","",""
"GasgwDateTime","NINDS","C18409","","Pending","",""
"EchcrdgrmLftAtrlAPDimnsnMeasr","NINDS","C10729","","Pending","",""
"ACERLngRepTrial3Score","NINDS","C09282","","Pending","",""
"RFQAge3645ResHxResCtyTxt","NINDS","C08692","","Pending","",""
"BBSRetrieveFlrObjScale","NINDS","C14701","","Pending","",""
"FrSBeMissingItemsScaleECount","NINDS","C21099","","Pending","",""
"STBIMPMilDeplyEvntTyp","NINDS","C05445","","Pending","",""
"RCM3IDffcltyRlxStoolReleasFreq","NINDS","C09437","","Pending","",""
"StdyCntrArrDateTime","NINDS","C05407","","Pending","",""
"PCLMTotalScore","NINDS","C07427","","Pending","",""
"VenousSinusInjInd","NINDS","C02491","","Pending","",""
"InBhvQsAdlstVerSttVwInd","NINDS","C50667","","Pending","",""
"InBhvQsAdlstVerSttVwInd","NINDS","C50667","","Pending","",""
"ImPACTPCSSIrritabilityScore","NINDS","C21420","","Pending","",""
"ImgSubCorticalCystInd","NINDS","C12488","","Pending","",""
"WheelchairUseInd","NINDS","C10718","","Pending","",""
"DevImpNewExtCompRegNum","NINDS","C18570","","Pending","",""
"OCTOSmclvolmeas","NINDS","C15341","","Pending","",""
"SAPSThghtWithdrScale","NINDS","C09509","","Pending","",""
"RFQUseTrichloroethaneInd","NINDS","C08757","","Pending","",""
"SDQEmoConcBehSocPastMonDifInd","NINDS","C51627","","Pending","",""
"SDQEmoConcBehSocPastMonDifInd","NINDS","C51627","","Pending","",""
"FADNoClearExpctnToiletHabitInd","NINDS","C07491","","Pending","",""
"LOCVerifyTyp","NINDS","C01032","","Pending","",""
"FAISBodMoveCoordLackScale","NINDS","C12034","","Pending","",""
"NMSSFrgetDoThngSevScore","NINDS","C10121","","Pending","",""
"SOGSFeelGuiltyGmblInd","NINDS","C10443","","Pending","",""
"AlchBldLvlMeasr","NINDS","C01716","","Pending","",""
"InBhvQsAdlstVerPrSlWhAnInd","NINDS","C50653","","Pending","",""
"InBhvQsAdlstVerPrSlWhAnInd","NINDS","C50653","","Pending","",""
"VHISjPtExhaustBreathTalkFrqScl","NINDS","C50110","","Pending","",""
"BPRSSomaticConcernScore","NINDS","C09590","","Pending","",""
"ImgVesselAngioLvlConfidTyp","NINDS","C13896","","Pending","",""
"PeakExpiratoryFlowRatePctVal","NINDS","C10176","","Pending","",""
"FADIntrudeEachOtherLifeInd","NINDS","C07518","","Pending","",""
"PreschlStrtDate","NINDS","C08109","","Pending","",""
"QoLPlanKeepAppmntNtWklyRtneScl","NINDS","C21201","","Pending","",""
"FacilityArrivalDate","NINDS","C19128","","Pending","",""
"RFQWrkTerbufosUse3645AgeInd","NINDS","C09049","","Pending","",""
"FBIALSHyprSxltyScore","NINDS","C11839","","Pending","",""
"HBIChldTrdScale","NINDS","C07213","","Pending","",""
"BrAtCerebDenNucNeurLosInd","NINDS","C15082","","Pending","",""
"PedsQLActionPainScl","NINDS","C50531","","Pending","",""
"PedsQLActionPainScl","NINDS","C50531","","Pending","",""
"RespO2FlowRate","NINDS","C12401","","Pending","",""
"DevStimTargAntmicSite","NINDS","C14520","","Pending","",""
"PhysExamAbnrmlySignfcnceTyp","NINDS","C01014","","Pending","",""
"SCOPAAUTOthrMedctnName","NINDS","C10376","","Pending","",""
"BulbarLMNClinInd","NINDS","C11122","","Pending","",""
"WHOQOLBREFHlthAccssScale","NINDS","C09953","","Pending","",""
"WHOQOLBREFHlthAccssScale","NINDS","C09953","","Pending","",""
"OLOGPlaceScore","NINDS","C20537","","Pending","",""
"ImgFOVMeasrDescTxt","NINDS","C12474","","Pending","",""
"BulbarLMNEMGInd","NINDS","C11123","","Pending","",""
"SeizMultConfLvlDistinctTyp","NINDS","C14132","","Pending","",""
"RespO2UseSchedlDlyHrsVal","NINDS","C12404","","Pending","",""
"DevImpRevisionCompRegistratNum","NINDS","C14533","","Pending","",""
"QVSFSUndstandStatus","NINDS","C13198","","Pending","",""
"SOGSBwlShtPlGlfOthrSkllMnyFreq","NINDS","C10432","","Pending","",""
"SpnIntrvSrgProcPrfStdyFcltyInd","NINDS","C19081","","Pending","",""
"ImgTissIntegWholeBrainMeasInd","NINDS","C15515","","Pending","",""
"BVMTRPercntRetainPercentile","NINDS","C20470","","Pending","",""
"SF36ExpWorsHlthScore","NINDS","C08535","","Pending","",""
"SF36ExpWorsHlthScore","NINDS","C08535","","Pending","",""
"IschHemVasclTerritoriesName","NINDS","C15087","","Pending","",""
"AntithromTherNotPresOTH","NINDS","C18988","","Pending","",""
"ImgRNFLThiNasQuadMeasr","NINDS","C16209","","Pending","",""
"TraumtcAnrysmAntmicSite","NINDS","C02485","","Pending","",""
"EthnUSAPatrnlCat","NINDS","C00021","","Pending","",""
"LOCChrngMorThnLukHelpTemWinInd","NINDS","C51591","","Pending","",""
"LOCChrngMorThnLukHelpTemWinInd","NINDS","C51591","","Pending","",""
"PittryDiseasInd","NINDS","C18164","","Pending","",""
"FAISMoodAnxFutureFeelScale","NINDS","C12127","","Pending","",""
"FBIALSAlienHndAprxiaScore","NINDS","C11828","","Pending","",""
